File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF025NDO	bam	alignments	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF689XVP, ENCFF702UDY, ENCFF751OWT	4529123122	ENCODE Processing Pipeline	084c3d7faf071077748e32a1b04b9280		https://www.encodeproject.org/files/ENCFF025NDO/@@download/ENCFF025NDO.bam	GRCh38	V24			released	s3://encode-public/2016/03/17/b59d7fba-052c-4fca-961d-7ba8d1e537f2/ENCFF025NDO.bam				
ENCFF468RHZ	bigWig	plus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF025NDO	78431956	ENCODE Processing Pipeline	ad2c140d2e49f3048da4ea243e61b981		https://www.encodeproject.org/files/ENCFF468RHZ/@@download/ENCFF468RHZ.bigWig	GRCh38	V24			released	s3://encode-public/2016/03/17/c2905795-6cf6-49a3-b93b-2a6320d0de5d/ENCFF468RHZ.bigWig				
ENCFF935KQD	bigWig	minus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF025NDO	76829008	ENCODE Processing Pipeline	4307c5ed301d6da47e1c0e26251da54e		https://www.encodeproject.org/files/ENCFF935KQD/@@download/ENCFF935KQD.bigWig	GRCh38	V24			released	s3://encode-public/2016/03/17/201e8f3e-9cf6-4140-9b5a-a47c13bcab6d/ENCFF935KQD.bigWig				
ENCFF597VCS	bigWig	plus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF661MJD	74982409	ENCODE Processing Pipeline	a37cf0d65d677d71d97f60a0625231e5		https://www.encodeproject.org/files/ENCFF597VCS/@@download/ENCFF597VCS.bigWig	GRCh38	V24			released	s3://encode-public/2016/03/17/3c2db660-c72c-489f-8187-024915d9e834/ENCFF597VCS.bigWig				
ENCFF153IGG	bigWig	minus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF661MJD	77591134	ENCODE Processing Pipeline	48522d27b90dd126c07c79a4c7b75152		https://www.encodeproject.org/files/ENCFF153IGG/@@download/ENCFF153IGG.bigWig	GRCh38	V24			released	s3://encode-public/2016/03/17/aa814dec-9dd6-4797-b10e-b2a70922f28b/ENCFF153IGG.bigWig				
ENCFF153SVL	bigWig	plus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF025NDO	83637427	ENCODE Processing Pipeline	fdc5286ef32f719412f228d97ad9ce68		https://www.encodeproject.org/files/ENCFF153SVL/@@download/ENCFF153SVL.bigWig	GRCh38	V24			released	s3://encode-public/2016/03/17/4d633ccc-3e3f-45df-9cae-4305fb3bd32e/ENCFF153SVL.bigWig				
ENCFF029MOA	bigWig	minus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF025NDO	82540177	ENCODE Processing Pipeline	31578e2dd5f24f0a9311cb21b8fd2d4c		https://www.encodeproject.org/files/ENCFF029MOA/@@download/ENCFF029MOA.bigWig	GRCh38	V24			released	s3://encode-public/2016/03/17/209fc761-0d05-4bdf-bdf9-7145d8b35bdf/ENCFF029MOA.bigWig				
ENCFF479DXP	bigWig	plus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF661MJD	78746656	ENCODE Processing Pipeline	7279abc378f53097aa79d9ecb37a72cd		https://www.encodeproject.org/files/ENCFF479DXP/@@download/ENCFF479DXP.bigWig	GRCh38	V24			released	s3://encode-public/2016/03/17/38408f93-7cf9-4c3a-bcc1-91c98464e768/ENCFF479DXP.bigWig				
ENCFF031DPQ	bigWig	minus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF661MJD	73373551	ENCODE Processing Pipeline	1edd03bdf66610f78e81fda39c3f2261		https://www.encodeproject.org/files/ENCFF031DPQ/@@download/ENCFF031DPQ.bigWig	GRCh38	V24			released	s3://encode-public/2016/03/17/99ef22e3-7ef6-412a-ac88-b3482cb7028e/ENCFF031DPQ.bigWig				
ENCFF454VQW	bam	alignments	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF689XVP, ENCFF702UDY, ENCFF742NER	5359265160	ENCODE Processing Pipeline	d614e41f8e3cd2819771ebaec1fd7fa7		https://www.encodeproject.org/files/ENCFF454VQW/@@download/ENCFF454VQW.bam	GRCh38	V24			released	s3://encode-public/2016/03/17/d005522e-2ba1-4b46-8f45-74ecf149966d/ENCFF454VQW.bam				
ENCFF761YCL	bam	alignments	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF730GDK, ENCFF742NER, ENCFF909SSA	5042876410	ENCODE Processing Pipeline	cb0de279b80412e41d961558ccc5f774		https://www.encodeproject.org/files/ENCFF761YCL/@@download/ENCFF761YCL.bam	GRCh38	V24			released	s3://encode-public/2016/03/17/579da05c-3fd8-4c82-91c5-9d88271a95ef/ENCFF761YCL.bam				
ENCFF451VXG	bam	transcriptome alignments	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF689XVP, ENCFF702UDY, ENCFF742NER	6479455235	ENCODE Processing Pipeline	0046acc138a6c9e314869a091f62a286		https://www.encodeproject.org/files/ENCFF451VXG/@@download/ENCFF451VXG.bam	GRCh38	V24			released	s3://encode-public/2016/03/17/de3e3a0b-4089-4862-a381-46a49aabd395/ENCFF451VXG.bam				
ENCFF166TOA	bam	transcriptome alignments	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF730GDK, ENCFF742NER, ENCFF909SSA	6104869144	ENCODE Processing Pipeline	fd3f6c3d7b4319d55cb1936a8a2ebe4b		https://www.encodeproject.org/files/ENCFF166TOA/@@download/ENCFF166TOA.bam	GRCh38	V24			released	s3://encode-public/2016/03/17/9a08012d-d626-402b-9858-cee5333b71ac/ENCFF166TOA.bam				
ENCFF133JBL	bigWig	minus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF454VQW	80812407	ENCODE Processing Pipeline	7a35fcae602a7d71fe5bed6fa1218bb4		https://www.encodeproject.org/files/ENCFF133JBL/@@download/ENCFF133JBL.bigWig	GRCh38	V24			released	s3://encode-public/2016/03/17/d23748f6-d02b-4a1b-8e20-d05dd8f4213d/ENCFF133JBL.bigWig				
ENCFF084DTF	bigWig	plus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF454VQW	82644267	ENCODE Processing Pipeline	45dcd19d0d7d0ea8b7a19d4c4ea67c70		https://www.encodeproject.org/files/ENCFF084DTF/@@download/ENCFF084DTF.bigWig	GRCh38	V24			released	s3://encode-public/2016/03/17/38d6d153-7bb7-4a1e-b7dc-f4f39501160d/ENCFF084DTF.bigWig				
ENCFF304CQT	bigWig	plus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF454VQW	91461018	ENCODE Processing Pipeline	05f6f56d1f066d35c8de6a8cf7eaf582		https://www.encodeproject.org/files/ENCFF304CQT/@@download/ENCFF304CQT.bigWig	GRCh38	V24			released	s3://encode-public/2016/03/17/4bb44ca4-dfde-49be-ae1f-c670361027e5/ENCFF304CQT.bigWig				
ENCFF051TFU	bigWig	minus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF761YCL	76675577	ENCODE Processing Pipeline	764994d398de24b84f394875b7708347		https://www.encodeproject.org/files/ENCFF051TFU/@@download/ENCFF051TFU.bigWig	GRCh38	V24			released	s3://encode-public/2016/03/17/0290f2fc-e462-4321-ac29-46201d634cb7/ENCFF051TFU.bigWig				
ENCFF582ZRY	bigWig	minus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF454VQW	90284410	ENCODE Processing Pipeline	8b770ea858db5c8fef53957c3f195b87		https://www.encodeproject.org/files/ENCFF582ZRY/@@download/ENCFF582ZRY.bigWig	GRCh38	V24			released	s3://encode-public/2016/03/17/8ee49ef0-8b9d-4d5a-bc78-f4c9efe21c7b/ENCFF582ZRY.bigWig				
ENCFF772GJQ	bigWig	plus strand signal of unique reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF761YCL	78444680	ENCODE Processing Pipeline	fc3c688a6513293f6d0bc5c9c8347d65		https://www.encodeproject.org/files/ENCFF772GJQ/@@download/ENCFF772GJQ.bigWig	GRCh38	V24			released	s3://encode-public/2016/03/17/029afec2-1a5d-4092-b075-eeb09e0f4550/ENCFF772GJQ.bigWig				
ENCFF669BGF	bigWig	minus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF761YCL	86285418	ENCODE Processing Pipeline	52b8215df9c504ca846065afab155ee0		https://www.encodeproject.org/files/ENCFF669BGF/@@download/ENCFF669BGF.bigWig	GRCh38	V24			released	s3://encode-public/2016/03/17/c9f5abb8-c30a-4eed-a467-616ab34d405f/ENCFF669BGF.bigWig				
ENCFF233CSC	bigWig	plus strand signal of all reads	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF761YCL	87517864	ENCODE Processing Pipeline	b5c7fdba99f20aa68d20725e240a5fbe		https://www.encodeproject.org/files/ENCFF233CSC/@@download/ENCFF233CSC.bigWig	GRCh38	V24			released	s3://encode-public/2016/03/17/03837bc4-456d-4c8c-bde4-5bf39f1cce20/ENCFF233CSC.bigWig				
ENCFF041TNK	tsv	transcript quantifications	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF451VXG, ENCFF940AZB	26523583	ENCODE Processing Pipeline	f0513a9c52734dd91b7a9e41da12ed9a		https://www.encodeproject.org/files/ENCFF041TNK/@@download/ENCFF041TNK.tsv	GRCh38	V24			released	s3://encode-public/2016/03/17/4aabcd22-1ac5-4bc7-809e-734c35233b8c/ENCFF041TNK.tsv				
ENCFF944PCU	tsv	gene quantifications	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1							ENCFF451VXG, ENCFF940AZB	9906427	ENCODE Processing Pipeline	87c9f1c43fceda47736b994c3871cd68		https://www.encodeproject.org/files/ENCFF944PCU/@@download/ENCFF944PCU.tsv	GRCh38	V24			released	s3://encode-public/2016/03/17/f58899f0-980a-42cc-bb85-219c5e8989a4/ENCFF944PCU.tsv				
ENCFF795KZD	tsv	transcript quantifications	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF166TOA, ENCFF940AZB	26516541	ENCODE Processing Pipeline	0a5196c0b39c6d11f6c75a1fe010eb4d		https://www.encodeproject.org/files/ENCFF795KZD/@@download/ENCFF795KZD.tsv	GRCh38	V24			released	s3://encode-public/2016/03/17/07987b02-34e1-473e-a76f-09be40e14562/ENCFF795KZD.tsv				
ENCFF508SVH	tsv	gene quantifications	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				2							ENCFF166TOA, ENCFF940AZB	9901716	ENCODE Processing Pipeline	4326c459e79a038dee8e1c555cf8d4db		https://www.encodeproject.org/files/ENCFF508SVH/@@download/ENCFF508SVH.tsv	GRCh38	V24			released	s3://encode-public/2016/03/17/3179850a-44e5-4941-9e98-94c0fd52ed32/ENCFF508SVH.tsv				
ENCFF827LZH	tar	differential splicing quantifications	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1, 2							ENCFF227TTE, ENCFF354CDR, ENCFF481PMW, ENCFF610JDV	16373143	Brenton Graveley, UConn	c888d285eee290ee448ae6cdde7e314f		https://www.encodeproject.org/files/ENCFF827LZH/@@download/ENCFF827LZH.tar.gz	hg19	V19			released	s3://encode-public/2019/11/13/00b2ad3c-ac09-4287-9a9a-77a8ad06dbce/ENCFF827LZH.tar.gz				
ENCFF177CCV	tar	differential splicing quantifications	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1, 2							ENCFF227TTE, ENCFF354CDR, ENCFF481PMW, ENCFF610JDV	3965105	Brenton Graveley, UConn	6f0b3551bd20a306e9985730a78a9a19		https://www.encodeproject.org/files/ENCFF177CCV/@@download/ENCFF177CCV.tar.gz	hg19	V19			released	s3://encode-public/2019/11/13/b2fb6224-4b16-4107-8896-c4952210be89/ENCFF177CCV.tar.gz				
ENCFF969LOH	tar	differential splicing quantifications	ENCSR784FTX	shRNA knockdown followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	/targets/KHDRBS1-human/				KHDRBS1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			True	2015-08-18	ENCODE				1, 2							ENCFF227TTE, ENCFF354CDR, ENCFF481PMW, ENCFF610JDV	3317486	Brenton Graveley, UConn	be9efe7ea88ad7915216810ac115dcc3		https://www.encodeproject.org/files/ENCFF969LOH/@@download/ENCFF969LOH.tar.gz	hg19	V19			released	s3://encode-public/2019/11/13/09faf371-ab0e-4653-a4b7-dd6c32b123f3/ENCFF969LOH.tar.gz				
ENCFF289UZZ	fastq	reads	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				2	1	43		paired-ended	1	ENCFF676NAG		619649595	Gene Yeo, UCSD	0dd1a2aa7eeb1e51030af056ecf3376e	SRA:SRR5111883	https://www.encodeproject.org/files/ENCFF289UZZ/@@download/ENCFF289UZZ.fastq.gz			Illumina HiSeq 2000	/files/ENCFF413EEC/	released	s3://encode-public/2016/03/22/229b8f34-4330-4709-8060-b2c1bf8cce25/ENCFF289UZZ.fastq.gz				
ENCFF651RTO	fastq	reads	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1	1	43		paired-ended	1	ENCFF947CCD		531023461	Gene Yeo, UCSD	d4f97cfcbcdf65e0b973f9be11ae5841	SRA:SRR5111882	https://www.encodeproject.org/files/ENCFF651RTO/@@download/ENCFF651RTO.fastq.gz			Illumina HiSeq 2000	/files/ENCFF413EEC/	released	s3://encode-public/2016/03/22/319563b0-37c0-495f-999c-48f2728cbc4f/ENCFF651RTO.fastq.gz				
ENCFF676NAG	fastq	reads	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				2	1	40		paired-ended	2	ENCFF289UZZ		596900648	Gene Yeo, UCSD	30b680ccff47f233165a90de050aa5e0	SRA:SRR5111883	https://www.encodeproject.org/files/ENCFF676NAG/@@download/ENCFF676NAG.fastq.gz			Illumina HiSeq 2000	/files/ENCFF949DMR/	released	s3://encode-public/2016/03/22/9383c754-bd5c-453e-a9fc-e3f47bdfb0bf/ENCFF676NAG.fastq.gz				
ENCFF947CCD	fastq	reads	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1	1	40		paired-ended	2	ENCFF651RTO		510638474	Gene Yeo, UCSD	83cae1a3b793e02a929b288386d56bdd	SRA:SRR5111882	https://www.encodeproject.org/files/ENCFF947CCD/@@download/ENCFF947CCD.fastq.gz			Illumina HiSeq 2000	/files/ENCFF949DMR/	released	s3://encode-public/2016/03/22/f6f57e0a-fd31-48c8-8675-e28c989efe2b/ENCFF947CCD.fastq.gz				
ENCFF608WLW	bam	alignments	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1							ENCFF651RTO, ENCFF947CCD	814392818	Gene Yeo, UCSD	1ee57523f7dd8636586e60a96e214044		https://www.encodeproject.org/files/ENCFF608WLW/@@download/ENCFF608WLW.bam	hg19				released	s3://encode-public/2016/03/24/e9d43924-4497-4eb3-93dd-d9e7b41c5aac/ENCFF608WLW.bam				
ENCFF352QTY	bam	alignments	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				2							ENCFF289UZZ, ENCFF676NAG	901054570	Gene Yeo, UCSD	505b35f7e33cb96230828f617ec14efd		https://www.encodeproject.org/files/ENCFF352QTY/@@download/ENCFF352QTY.bam	hg19				released	s3://encode-public/2016/03/24/afde78b1-fea3-4709-81e5-b57c5bb68d43/ENCFF352QTY.bam				
ENCFF124YKO	bed narrowPeak	peaks	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF039QTN, ENCFF052ABQ, ENCFF352QTY, ENCFF390ANM, ENCFF608WLW, ENCFF721FKR	27102	Gene Yeo, UCSD	b1ada6cf9c5c869402db311191def975		https://www.encodeproject.org/files/ENCFF124YKO/@@download/ENCFF124YKO.bed.gz	hg19				released	s3://encode-public/2018/06/08/74d44b2e-727a-4409-91ad-0584412a1840/ENCFF124YKO.bed.gz				
ENCFF778POI	bam	alignments	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				2							ENCFF289UZZ, ENCFF676NAG	883233404	Gene Yeo, UCSD	e714f5979ddcfa70cb753c171da844f6		https://www.encodeproject.org/files/ENCFF778POI/@@download/ENCFF778POI.bam	GRCh38				released	s3://encode-public/2016/09/09/792e22c3-81ba-4ab3-97c4-ea390ae5de5a/ENCFF778POI.bam				
ENCFF787ROO	bam	alignments	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1							ENCFF651RTO, ENCFF947CCD	796663488	Gene Yeo, UCSD	9d5b194494ca5f906b9ef525d28be3c1		https://www.encodeproject.org/files/ENCFF787ROO/@@download/ENCFF787ROO.bam	GRCh38				released	s3://encode-public/2016/09/09/5cc6bc80-9cc2-4060-b46e-d65f28b9f3d3/ENCFF787ROO.bam				
ENCFF412OIS	bigWig	minus strand signal of unique reads	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF608WLW	40246878	Gene Yeo, UCSD	0754dbd54184913a085250f76a3096fb		https://www.encodeproject.org/files/ENCFF412OIS/@@download/ENCFF412OIS.bigWig	hg19				released	s3://encode-public/2016/11/08/4efe670b-d72e-4267-bbc4-0f2ffe523352/ENCFF412OIS.bigWig				
ENCFF381KMI	bigWig	minus strand signal of unique reads	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF352QTY	43066717	Gene Yeo, UCSD	c53510eae7141db8d39492f2e94731b7		https://www.encodeproject.org/files/ENCFF381KMI/@@download/ENCFF381KMI.bigWig	hg19				released	s3://encode-public/2016/11/08/acb577bb-6170-41e9-8636-9cf5d1a0406e/ENCFF381KMI.bigWig				
ENCFF603CPZ	bigWig	plus strand signal of unique reads	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF608WLW	41205170	Gene Yeo, UCSD	3dac6742d4cd8a7b97b0f2ec31fcb7b5		https://www.encodeproject.org/files/ENCFF603CPZ/@@download/ENCFF603CPZ.bigWig	hg19				released	s3://encode-public/2016/11/09/3dc7f1d8-2eaa-48a8-8ab9-c8812f9646f4/ENCFF603CPZ.bigWig				
ENCFF167NEJ	bigWig	plus strand signal of unique reads	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF352QTY	43494363	Gene Yeo, UCSD	5b828350cbde4ca142a40354f84ec4f7		https://www.encodeproject.org/files/ENCFF167NEJ/@@download/ENCFF167NEJ.bigWig	hg19				released	s3://encode-public/2016/11/09/85c9fc0e-b7c1-4145-9949-8ed23206025e/ENCFF167NEJ.bigWig				
ENCFF141IVW	bigWig	minus strand signal of unique reads	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF778POI	42400501	Gene Yeo, UCSD	9896b03f46476766e14066edae71ba08		https://www.encodeproject.org/files/ENCFF141IVW/@@download/ENCFF141IVW.bigWig	GRCh38				released	s3://encode-public/2016/11/09/d85f6d7a-b7f4-4b31-a709-6a046d768c07/ENCFF141IVW.bigWig				
